participant_code,wave,group,q1prob1,q1prob2,q1prob3,q1_correct,q1_logit_final,q1_logit_diff,q2prob1,q2prob2,q2prob3,q2_correct,q2_logit_final,q2_logit_diff,q3prob1,q3prob2,q3prob3,q3_correct,q3_logit_final,q3_logit_diff,q4prob1,q4prob2,q4prob3,q4_correct,q4_logit_final,q4_logit_diff,q5prob1,q5prob2,q5prob3,q5_correct,q5_logit_final,q5_logit_diff,q6prob1,q6prob2,q6prob3,q6_correct,q6_logit_final,q6_logit_diff,q7prob1,q7prob2,q7prob3,q7_correct,q7_logit_final,q7_logit_diff,q8prob1,q8prob2,q8prob3,q8_correct,q8_logit_final,q8_logit_diff,q9prob1,q9prob2,q9prob3,q9_correct,q9_logit_final,q9_logit_diff,q10prob1,q10prob2,q10prob3,q10_correct,q10_logit_final,q10_logit_diff,q11prob1,q11prob2,q11prob3,q11_correct,q11_logit_final,q11_logit_diff,q12prob1,q12prob2,q12prob3,q12_correct,q12_logit_final,q12_logit_diff,q13prob1,q13prob2,q13prob3,q13_correct,q13_logit_final,q13_logit_diff,q14prob1,q14prob2,q14prob3,q14_correct,q14_logit_final,q14_logit_diff,q15prob1,q15prob2,q15prob3,q15_correct,q15_logit_final,q15_logit_diff,q16prob1,q16prob2,q16prob3,q16_correct,q16_logit_final,q16_logit_diff,q17prob1,q17prob2,q17prob3,q17_correct,q17_logit_final,q17_logit_diff,q18prob1,q18prob2,q18prob3,q18_correct,q18_logit_final,q18_logit_diff,q19prob1,q19prob2,q19prob3,q19_correct,q19_logit_final,q19_logit_diff,q20prob1,q20prob2,q20prob3,q20_correct,q20_logit_final,q20_logit_diff,q21prob1,q21prob2,q21prob3,q21_correct,q21_logit_final,q21_logit_diff,q22prob1,q22prob2,q22prob3,q22_correct,q22_logit_final,q22_logit_diff,q23prob1,q23prob2,q23prob3,q23_correct,q23_logit_final,q23_logit_diff,q24prob1,q24prob2,q24prob3,q24_correct,q24_logit_final,q24_logit_diff,q25prob1,q25prob2,q25prob3,q25_correct,q25_logit_final,q25_logit_diff,q26prob1,q26prob2,q26prob3,q26_correct,q26_logit_final,q26_logit_diff,q27prob1,q27prob2,q27prob3,q27_correct,q27_logit_final,q27_logit_diff,q28prob1,q28prob2,q28prob3,q28_correct,q28_logit_final,q28_logit_diff,q29prob1,q29prob2,q29prob3,q29_correct,q29_logit_final,q29_logit_diff,q30prob1,q30prob2,q30prob3,q30_correct,q30_logit_final,q30_logit_diff,q31prob1,q31prob2,q31prob3,q31_correct,q31_logit_final,q31_logit_diff,q32prob1,q32prob2,q32prob3,q32_correct,q32_logit_final,q32_logit_diff,q33prob1,q33prob2,q33prob3,q33_correct,q33_logit_final,q33_logit_diff,q34prob1,q34prob2,q34prob3,q34_correct,q34_logit_final,q34_logit_diff,q35prob1,q35prob2,q35prob3,q35_correct,q35_logit_final,q35_logit_diff,q36prob1,q36prob2,q36prob3,q36_correct,q36_logit_final,q36_logit_diff,q37prob1,q37prob2,q37prob3,q37_correct,q37_logit_final,q37_logit_diff,q38prob1,q38prob2,q38prob3,q38_correct,q38_logit_final,q38_logit_diff,q39prob1,q39prob2,q39prob3,q39_correct,q39_logit_final,q39_logit_diff,q40prob1,q40prob2,q40prob3,q40_correct,q40_logit_final,q40_logit_diff,q41prob1,q41prob2,q41prob3,q41_correct,q41_logit_final,q41_logit_diff,q42prob1,q42prob2,q42prob3,q42_correct,q42_logit_final,q42_logit_diff,q43prob1,q43prob2,q43prob3,q43_correct,q43_logit_final,q43_logit_diff,q44prob1,q44prob2,q44prob3,q44_correct,q44_logit_final,q44_logit_diff,q45prob1,q45prob2,q45prob3,q45_correct,q45_logit_final,q45_logit_diff,q46prob1,q46prob2,q46prob3,q46_correct,q46_logit_final,q46_logit_diff,q47prob1,q47prob2,q47prob3,q47_correct,q47_logit_final,q47_logit_diff,q48prob1,q48prob2,q48prob3,q48_correct,q48_logit_final,q48_logit_diff,Contracts_29_prob1,Contracts_29_prob2,Contracts_29_prob3,Contracts_29_correct,Contracts_29_logit_final,Contracts_29_logit_diff,Contracts_36_prob1,Contracts_36_prob2,Contracts_36_prob3,Contracts_36_correct,Contracts_36_logit_final,Contracts_36_logit_diff,Contracts_61_prob1,Contracts_61_prob2,Contracts_61_prob3,Contracts_61_correct,Contracts_61_logit_final,Contracts_61_logit_diff,Contracts_20_prob1,Contracts_20_prob2,Contracts_20_prob3,Contracts_20_correct,Contracts_20_logit_final,Contracts_20_logit_diff,Contracts_41_prob1,Contracts_41_prob2,Contracts_41_prob3,Contracts_41_correct,Contracts_41_logit_final,Contracts_41_logit_diff,Contracts_3_prob1,Contracts_3_prob2,Contracts_3_prob3,Contracts_3_correct,Contracts_3_logit_final,Contracts_3_logit_diff,Contracts_30_prob1,Contracts_30_prob2,Contracts_30_prob3,Contracts_30_correct,Contracts_30_logit_final,Contracts_30_logit_diff,Contracts_13_prob1,Contracts_13_prob2,Contracts_13_prob3,Contracts_13_correct,Contracts_13_logit_final,Contracts_13_logit_diff,Contracts_28_prob1,Contracts_28_prob2,Contracts_28_prob3,Contracts_28_correct,Contracts_28_logit_final,Contracts_28_logit_diff,Contracts_49_prob1,Contracts_49_prob2,Contracts_49_prob3,Contracts_49_correct,Contracts_49_logit_final,Contracts_49_logit_diff,Contracts_44_prob1,Contracts_44_prob2,Contracts_44_prob3,Contracts_44_correct,Contracts_44_logit_final,Contracts_44_logit_diff,Contracts_27_prob1,Contracts_27_prob2,Contracts_27_prob3,Contracts_27_correct,Contracts_27_logit_final,Contracts_27_logit_diff,Evidence_53_prob1,Evidence_53_prob2,Evidence_53_prob3,Evidence_53_correct,Evidence_53_logit_final,Evidence_53_logit_diff,Evidence_21_prob1,Evidence_21_prob2,Evidence_21_prob3,Evidence_21_correct,Evidence_21_logit_final,Evidence_21_logit_diff,Evidence_37_prob1,Evidence_37_prob2,Evidence_37_prob3,Evidence_37_correct,Evidence_37_logit_final,Evidence_37_logit_diff,Evidence_69_prob1,Evidence_69_prob2,Evidence_69_prob3,Evidence_69_correct,Evidence_69_logit_final,Evidence_69_logit_diff,Evidence_19_prob1,Evidence_19_prob2,Evidence_19_prob3,Evidence_19_correct,Evidence_19_logit_final,Evidence_19_logit_diff,Evidence_58_prob1,Evidence_58_prob2,Evidence_58_prob3,Evidence_58_correct,Evidence_58_logit_final,Evidence_58_logit_diff,Evidence_51_prob1,Evidence_51_prob2,Evidence_51_prob3,Evidence_51_correct,Evidence_51_logit_final,Evidence_51_logit_diff,Evidence_36_prob1,Evidence_36_prob2,Evidence_36_prob3,Evidence_36_correct,Evidence_36_logit_final,Evidence_36_logit_diff,Evidence_54_prob1,Evidence_54_prob2,Evidence_54_prob3,Evidence_54_correct,Evidence_54_logit_final,Evidence_54_logit_diff,Evidence_61_prob1,Evidence_61_prob2,Evidence_61_prob3,Evidence_61_correct,Evidence_61_logit_final,Evidence_61_logit_diff,Evidence_64_prob1,Evidence_64_prob2,Evidence_64_prob3,Evidence_64_correct,Evidence_64_logit_final,Evidence_64_logit_diff,Evidence_9_prob1,Evidence_9_prob2,Evidence_9_prob3,Evidence_9_correct,Evidence_9_logit_final,Evidence_9_logit_diff,jbo_26_prob1,jbo_26_prob2,jbo_26_prob3,jbo_26_correct,jbo_26_logit_final,jbo_26_logit_diff,jbo_39_prob1,jbo_39_prob2,jbo_39_prob3,jbo_39_correct,jbo_39_logit_final,jbo_39_logit_diff,jbo_71_prob1,jbo_71_prob2,jbo_71_prob3,jbo_71_correct,jbo_71_logit_final,jbo_71_logit_diff,jbo_44_prob1,jbo_44_prob2,jbo_44_prob3,jbo_44_correct,jbo_44_logit_final,jbo_44_logit_diff,jbo_111_prob1,jbo_111_prob2,jbo_111_prob3,jbo_111_correct,jbo_111_logit_final,jbo_111_logit_diff,jbo_12_prob1,jbo_12_prob2,jbo_12_prob3,jbo_12_correct,jbo_12_logit_final,jbo_12_logit_diff,jbo_30_prob1,jbo_30_prob2,jbo_30_prob3,jbo_30_correct,jbo_30_logit_final,jbo_30_logit_diff,jbo_54_prob1,jbo_54_prob2,jbo_54_prob3,jbo_54_correct,jbo_54_logit_final,jbo_54_logit_diff,jbo_47_prob1,jbo_47_prob2,jbo_47_prob3,jbo_47_correct,jbo_47_logit_final,jbo_47_logit_diff,jbo_45_prob1,jbo_45_prob2,jbo_45_prob3,jbo_45_correct,jbo_45_logit_final,jbo_45_logit_diff,jbo_63_prob1,jbo_63_prob2,jbo_63_prob3,jbo_63_correct,jbo_63_logit_final,jbo_63_logit_diff,jbo_55_prob1,jbo_55_prob2,jbo_55_prob3,jbo_55_correct,jbo_55_logit_final,jbo_55_logit_diff,Surgery_283_flipped_prob1,Surgery_283_flipped_prob2,Surgery_283_flipped_prob3,Surgery_283_flipped_correct,Surgery_283_flipped_logit_final,Surgery_283_flipped_logit_diff,Surgery_50_prob1,Surgery_50_prob2,Surgery_50_prob3,Surgery_50_correct,Surgery_50_logit_final,Surgery_50_logit_diff,Surgery_265_prob1,Surgery_265_prob2,Surgery_265_prob3,Surgery_265_correct,Surgery_265_logit_final,Surgery_265_logit_diff,Surgery_229_prob1,Surgery_229_prob2,Surgery_229_prob3,Surgery_229_correct,Surgery_229_logit_final,Surgery_229_logit_diff,Surgery_152_prob1,Surgery_152_prob2,Surgery_152_prob3,Surgery_152_correct,Surgery_152_logit_final,Surgery_152_logit_diff,Surgery_84_prob1,Surgery_84_prob2,Surgery_84_prob3,Surgery_84_correct,Surgery_84_logit_final,Surgery_84_logit_diff,Surgery_62_prob1,Surgery_62_prob2,Surgery_62_prob3,Surgery_62_correct,Surgery_62_logit_final,Surgery_62_logit_diff,Surgery_225_prob1,Surgery_225_prob2,Surgery_225_prob3,Surgery_225_correct,Surgery_225_logit_final,Surgery_225_logit_diff,Surgery_15_prob1,Surgery_15_prob2,Surgery_15_prob3,Surgery_15_correct,Surgery_15_logit_final,Surgery_15_logit_diff,Surgery_25_prob1,Surgery_25_prob2,Surgery_25_prob3,Surgery_25_correct,Surgery_25_logit_final,Surgery_25_logit_diff,Surgery_280_prob1,Surgery_280_prob2,Surgery_280_prob3,Surgery_280_correct,Surgery_280_logit_final,Surgery_280_logit_diff,Surgery_249_prob1,Surgery_249_prob2,Surgery_249_prob3,Surgery_249_correct,Surgery_249_logit_final,Surgery_249_logit_diff,mean_correct,total_correct,mean_logit_final,mean_logit_diff
8LWW0QK3VU9LUR0GXZGG,1,intervention,30,15.0,5,1.0,2.944438979,2.097141119,65,90.0,97,0.0,-3.47609869,-2.857059481,50,60.0,20,0.0,-1.386294361,-1.386294361,50,84.0,97,1.0,3.47609869,3.47609869,50,86.0,99,1.0,4.59511985,4.59511985,60,40.0,71,1.0,0.895384047,0.489918939,50,60.0,93,1.0,2.586689344,2.586689344,60,71.0,95,1.0,2.944438979,2.538973871,60,75.0,90,1.0,2.197224577,1.791759469,60,75.0,87,1.0,1.900958761,1.495493653,50,30.0,15,0.0,-1.734601055,-1.734601055,35,19.0,4,1.0,3.17805383,2.559014622,50,73.0,85,0.0,-1.734601055,-1.734601055,64,75.0,96,1.0,3.17805383,2.602689685,40,30.0,6,1.0,2.751535313,2.346070205,40,75.0,98,1.0,3.891820298,4.297285406,70,80.0,85,1.0,1.734601055,0.887303195,50,75.0,5,1.0,2.944438979,2.944438979,30,65.0,91,0.0,-2.313634929,-3.16093279,50,85.0,97,1.0,3.47609869,3.47609869,40,12.0,3,1,3.47609869,3.070633582,65,85.0,96,1.0,3.17805383,2.559014622,65,86.0,98,1.0,3.891820298,3.27278109,70,90.0,97,1.0,3.47609869,2.628800829,65,30.0,5,1.0,2.944438979,3.563478188,40,15.0,2,1.0,3.891820298,3.48635519,50,40.0,10,1.0,2.197224577,2.197224577,34,20.0,7,0.0,-2.586689344,-1.923395127,45,20.0,10,0.0,-2.197224577,-1.996553882,60,85.0,95,1.0,2.944438979,2.538973871,40,24.0,10,0.0,-2.197224577,-1.791759469,65,80.0,93,1.0,2.586689344,1.967650136,50,40.0,90,0.0,-2.197224577,-2.197224577,50,25.0,2,1.0,3.891820298,3.891820298,50,35.0,6,1.0,2.751535313,2.751535313,70,40.0,3,1.0,3.47609869,4.32339655,40,17.0,8,1.0,2.442347035,2.036881927,60,35.0,6,1.0,2.751535313,3.157000421,42,20.0,10,1.0,2.197224577,1.874451185,45,19.0,8,1.0,2.442347035,2.24167634,60,76.0,96,0.0,-3.17805383,-2.772588722,50,35.0,1,1.0,4.59511985,4.59511985,40,15.0,3,1.0,3.47609869,3.070633582,50,55.0,73,1.0,0.994622575,0.994622575,44,30.0,87,1.0,1.900958761,2.142120818,50,38.0,29,1.0,0.895384047,0.895384047,50,75.0,88,0.0,-1.992430165,-1.992430165,68,71.0,99,1,4.59511985,3.841348048,34,20.0,7,0.0,-2.586689344,-1.923395127,50,40.0,90,0.0,-2.197224577,-2.197224577,65,90.0,97,0.0,-3.47609869,-2.857059481,70,90.0,97,1.0,3.47609869,2.628800829,60,75.0,90,1.0,2.197224577,1.791759469,68,71.0,99,1.0,4.59511985,3.841348048,65,85.0,96,1.0,3.17805383,2.559014622,60,71.0,95,1.0,2.944438979,2.538973871,70,40.0,3,1.0,3.47609869,4.32339655,40,15.0,2,1,3.891820298,3.48635519,42,20.0,10,1.0,2.197224577,1.874451185,45,19.0,8,1.0,2.442347035,2.24167634,40,24.0,10,0.0,-2.197224577,-1.791759469,44,30.0,87,1.0,1.900958761,2.142120818,60,76.0,96,0.0,-3.17805383,-2.772588722,50,84.0,97,1.0,3.47609869,3.47609869,60,85.0,95,1.0,2.944438979,2.538973871,64,75.0,96,1.0,3.17805383,2.602689685,70,80.0,85,1.0,1.734601055,0.887303195,40,12.0,3,1.0,3.47609869,3.070633582,40,15.0,3,1.0,3.47609869,3.070633582,40,30.0,6,1.0,2.751535313,2.346070205,40,17.0,8,1.0,2.442347035,2.036881927,60,35.0,6,1.0,2.751535313,3.157000421,50,30.0,15,0.0,-1.734601055,-1.734601055,50,73.0,85,0.0,-1.734601055,-1.734601055,50,75.0,88,0.0,-1.992430165,-1.992430165,50,85.0,97,1.0,3.47609869,3.47609869,50,55.0,73,1.0,0.994622575,0.994622575,50,60.0,20,0.0,-1.386294361,-1.386294361,50,60.0,93,1.0,2.586689344,2.586689344,50,86.0,99,1.0,4.59511985,4.59511985,50,25.0,2,1.0,3.891820298,3.891820298,50,40.0,10,1.0,2.197224577,2.197224577,50,75.0,5,1.0,2.944438979,2.944438979,50,38.0,29,1.0,0.895384047,0.895384047,45,20.0,10,0.0,-2.197224577,-1.996553882,60,40.0,71,1.0,0.895384047,0.489918939,30,65.0,91,0.0,-2.313634929,-3.16093279,60,75.0,87,1.0,1.900958761,1.495493653,65,86.0,98,1,3.891820298,3.27278109,40,75.0,98,1.0,3.891820298,4.297285406,65,80.0,93,1.0,2.586689344,1.967650136,30,15.0,5,1.0,2.944438979,2.097141119,65,30.0,5,1.0,2.944438979,3.563478188,50,35.0,1,1,4.59511985,4.59511985,35,19.0,4,1,3.17805383,2.559014622,50,35.0,6,1,2.751535313,2.751535313,0.770833333,37.0,1.722870287,1.577865793
C6SSI0TOVBKVGX7KXEX5,1,control,38,64.0,92,1.0,2.442347035,2.931895261,65,50.0,35,0.0,-0.619039208,-1.238078417,64,64.0,70,1.0,0.84729786,0.271933715,39,25.0,0,0.0,-4.59511985,-4.147807632,50,56.0,61,0.0,-0.447312218,-0.447312218,50,45.0,37,1.0,0.532216814,0.532216814,42,32.0,15,0.0,-1.734601055,-1.411827663,40,50.0,100,1.0,4.59511985,5.000584958,25,50.0,84,0.0,-1.658228077,-2.756840365,50,45.0,0,1.0,4.59511985,4.59511985,31,24.0,0,1.0,4.59511985,3.79500055,50,44.0,30,0.0,-0.84729786,-0.84729786,68,68.0,99,1.0,4.59511985,3.841348048,28,20.0,0,1.0,4.59511985,3.650658241,56,67.0,91,1.0,2.313634929,2.072472872,50,57.0,100,1.0,4.59511985,4.59511985,58,31.0,3,1.0,3.47609869,3.798872082,50,62.0,71,1.0,0.895384047,0.895384047,22,3.0,3,0.0,-3.47609869,-2.210432317,50,56.0,94,1.0,2.751535313,2.751535313,43,36.0,6,1,2.751535313,2.469684161,34,34.0,0,1.0,4.59511985,3.931825633,50,60.0,92,1.0,2.442347035,2.442347035,50,44.0,10,1.0,2.197224577,2.197224577,69,73.0,95,0.0,-2.944438979,-2.144319679,25,21.0,0,1.0,4.59511985,3.496507561,50,55.0,67,0.0,-0.708185058,-0.708185058,64,67.0,94,1.0,2.751535313,2.176171168,69,69.0,84,1.0,1.658228077,0.858108776,68,68.0,87,1.0,1.900958761,1.147186959,43,53.0,86,1.0,1.815289967,2.097141119,62,62.0,100,1.0,4.59511985,4.105571625,40,40.0,21,1.0,1.324925415,0.919460307,50,68.0,96,1.0,3.17805383,3.17805383,50,50.0,35,1.0,0.619039208,0.619039208,58,59.0,35,1.0,0.619039208,0.941812601,42,42.0,22,1.0,1.265666373,0.942892981,41,61.0,82,1.0,1.516347489,1.880312867,50,45.0,15,1.0,1.734601055,1.734601055,50,60.0,28,1.0,0.944461609,0.944461609,50,44.0,21,1.0,1.324925415,1.324925415,70,46.0,39,1.0,0.447312218,1.294610078,59,65.0,80,1.0,1.386294361,1.022328984,57,46.0,28,0.0,-0.944461609,-1.226312761,59,59.0,64,1.0,0.575364145,0.211398768,38,45.0,20,1.0,1.386294361,0.896746136,50,45.0,12,1.0,1.992430165,1.992430165,37,37.0,26,1,1.045968555,0.513751741,65,50.0,35,0.0,-0.619039208,-1.238078417,50,55.0,67,0.0,-0.708185058,-0.708185058,69,73.0,95,0.0,-2.944438979,-2.144319679,68,68.0,99,1.0,4.59511985,3.841348048,59,65.0,80,1.0,1.386294361,1.022328984,68,68.0,87,1.0,1.900958761,1.147186959,59,59.0,64,1.0,0.575364145,0.211398768,69,69.0,84,1.0,1.658228077,0.858108776,28,20.0,0,1.0,4.59511985,3.650658241,25,21.0,0,1,4.59511985,3.496507561,31,24.0,0,1.0,4.59511985,3.79500055,58,59.0,35,1.0,0.619039208,0.941812601,22,3.0,3,0.0,-3.47609869,-2.210432317,39,25.0,0,0.0,-4.59511985,-4.147807632,25,50.0,84,0.0,-1.658228077,-2.756840365,41,61.0,82,1.0,1.516347489,1.880312867,43,53.0,86,1.0,1.815289967,2.097141119,64,64.0,70,1.0,0.84729786,0.271933715,62,62.0,100,1.0,4.59511985,4.105571625,37,37.0,26,1.0,1.045968555,0.513751741,34,34.0,0,1.0,4.59511985,3.931825633,70,46.0,39,1.0,0.447312218,1.294610078,58,31.0,3,1.0,3.47609869,3.798872082,40,40.0,21,1.0,1.324925415,0.919460307,50,44.0,30,0.0,-0.84729786,-0.84729786,50,56.0,61,0.0,-0.447312218,-0.447312218,50,60.0,28,1.0,0.944461609,0.944461609,50,60.0,92,1.0,2.442347035,2.442347035,56,67.0,91,1.0,2.313634929,2.072472872,50,62.0,71,1.0,0.895384047,0.895384047,50,56.0,94,1.0,2.751535313,2.751535313,50,68.0,96,1.0,3.17805383,3.17805383,50,44.0,21,1.0,1.324925415,1.324925415,50,50.0,35,1.0,0.619039208,0.619039208,50,45.0,12,1.0,1.992430165,1.992430165,50,44.0,10,1.0,2.197224577,2.197224577,57,46.0,28,0.0,-0.944461609,-1.226312761,42,32.0,15,0.0,-1.734601055,-1.411827663,38,45.0,20,1.0,1.386294361,0.896746136,38,64.0,92,1.0,2.442347035,2.931895261,64,67.0,94,1,2.751535313,2.176171168,40,50.0,100,1.0,4.59511985,5.000584958,50,57.0,100,1.0,4.59511985,4.59511985,50,45.0,37,1.0,0.532216814,0.532216814,50,45.0,0,1.0,4.59511985,4.59511985,43,36.0,6,1,2.751535313,2.469684161,42,42.0,22,1,1.265666373,0.942892981,50,45.0,15,1,1.734601055,1.734601055,0.791666667,38.0,1.489951108,1.352756708
N9BNR2H5E12E7Z306AC9,1,control,65,25.0,25,1.0,1.098612289,1.717651497,50,80.0,95,1.0,2.944438979,2.944438979,55,40.0,0,1.0,4.59511985,4.795790546,65,70.0,90,0.0,-2.197224577,-1.578185369,50,90.0,50,0.5,0.0,0.0,30,70.0,30,1.0,0.84729786,0.0,70,80.0,90,0.0,-2.197224577,-1.349926717,45,75.0,100,1.0,4.59511985,4.795790546,60,25.0,0,1.0,4.59511985,5.000584958,60,30.0,20,0.0,-1.386294361,-1.791759469,40,70.0,100,1.0,4.59511985,5.000584958,40,25.0,10,1.0,2.197224577,1.791759469,30,10.0,0,1.0,4.59511985,3.74782199,50,25.0,66,0.0,-0.663294217,-0.663294217,50,30.0,5,1.0,2.944438979,2.944438979,50,80.0,95,1.0,2.944438979,2.944438979,50,75.0,100,1.0,4.59511985,4.59511985,40,75.0,100,1.0,4.59511985,5.000584958,35,10.0,0,1.0,4.59511985,3.976080642,65,85.0,100,1.0,4.59511985,3.976080642,60,75.0,100,1,4.59511985,4.189654742,40,20.0,0,1.0,4.59511985,4.189654742,40,20.0,0,1.0,4.59511985,4.189654742,50,90.0,100,1.0,4.59511985,4.59511985,70,20.0,0,1.0,4.59511985,5.442417711,80,90.0,100,1.0,4.59511985,3.208825489,30,5.0,0,0.0,-4.59511985,-3.74782199,65,80.0,100,1.0,4.59511985,3.976080642,60,90.0,96,1.0,3.17805383,2.772588722,70,95.0,100,1.0,4.59511985,3.74782199,60,40.0,10,0.0,-2.197224577,-2.602689685,40,10.0,0,1.0,4.59511985,4.189654742,65,80.0,85,1.0,1.734601055,1.115561847,50,80.0,100,1.0,4.59511985,4.59511985,65,80.0,95,0.0,-2.944438979,-2.325399771,40,15.0,0,1.0,4.59511985,4.189654742,50,15.0,5,1.0,2.944438979,2.944438979,70,80.0,100,1.0,4.59511985,3.74782199,60,75.0,100,1.0,4.59511985,4.189654742,65,90.0,100,1.0,4.59511985,3.976080642,60,20.0,0,1.0,4.59511985,5.000584958,50,75.0,100,0.0,-4.59511985,-4.59511985,40,15.0,5,0.0,-2.944438979,-2.538973871,35,5.0,0,1.0,4.59511985,3.976080642,30,5.0,0,0.0,-4.59511985,-3.74782199,35,5.0,0,1.0,4.59511985,3.976080642,50,15.0,0,0.0,-4.59511985,-4.59511985,50,5.0,0,1,4.59511985,4.59511985,60,30.0,20,0.0,-1.386294361,-1.791759469,65,70.0,90,0.0,-2.197224577,-1.578185369,65,80.0,95,0.0,-2.944438979,-2.325399771,80,90.0,100,1.0,4.59511985,3.208825489,65,85.0,100,1.0,4.59511985,3.976080642,65,80.0,100,1.0,4.59511985,3.976080642,65,90.0,100,1.0,4.59511985,3.976080642,60,90.0,96,1.0,3.17805383,2.772588722,65,25.0,25,1.0,1.098612289,1.717651497,35,5.0,0,1,4.59511985,3.976080642,40,20.0,0,1.0,4.59511985,4.189654742,55,40.0,0,1.0,4.59511985,4.795790546,60,40.0,10,0.0,-2.197224577,-2.602689685,40,15.0,5,0.0,-2.944438979,-2.538973871,70,80.0,90,0.0,-2.197224577,-1.349926717,40,70.0,100,1.0,4.59511985,5.000584958,60,75.0,100,1.0,4.59511985,4.189654742,65,80.0,85,1.0,1.734601055,1.115561847,70,80.0,100,1.0,4.59511985,3.74782199,40,25.0,10,1.0,2.197224577,1.791759469,40,10.0,0,1.0,4.59511985,4.189654742,40,20.0,0,1.0,4.59511985,4.189654742,40,15.0,0,1.0,4.59511985,4.189654742,70,20.0,0,1.0,4.59511985,5.442417711,50,15.0,0,0.0,-4.59511985,-4.59511985,50,75.0,100,0.0,-4.59511985,-4.59511985,50,90.0,50,0.5,0.0,0.0,50,80.0,95,1.0,2.944438979,2.944438979,50,80.0,95,1.0,2.944438979,2.944438979,50,80.0,100,1.0,4.59511985,4.59511985,50,75.0,100,1.0,4.59511985,4.59511985,50,90.0,100,1.0,4.59511985,4.59511985,50,30.0,5,1.0,2.944438979,2.944438979,50,25.0,66,0.0,-0.663294217,-0.663294217,50,15.0,5,1.0,2.944438979,2.944438979,50,5.0,0,1.0,4.59511985,4.59511985,30,5.0,0,0.0,-4.59511985,-3.74782199,30,5.0,0,0.0,-4.59511985,-3.74782199,30,70.0,30,1.0,0.84729786,0.0,70,95.0,100,1.0,4.59511985,3.74782199,40,75.0,100,1,4.59511985,5.000584958,60,75.0,100,1.0,4.59511985,4.189654742,45,75.0,100,1.0,4.59511985,4.795790546,35,5.0,0,1.0,4.59511985,3.976080642,60,25.0,0,1.0,4.59511985,5.000584958,30,10.0,0,1,4.59511985,3.74782199,35,10.0,0,1,4.59511985,3.976080642,60,20.0,0,1,4.59511985,5.000584958,0.760416667,36.5,2.333149204,2.218806801
